airline,source airport,destination airport,codeshare,stops,equipment
7H,Vdz,Anc,-1,0,Dh8 Be1
Sg,Blr,Goi,-1,0,737
Fr,Bgy,Vlc,-1,0,738
Fj,Suv,Nan,Y,0,At5
Ca,Hrb,Ctu,-1,0,321
Ls,Ncl,Alc,-1,0,73C 733 752 75W
Aa,Dfw,Lex,Y,0,Erd Er4
Hu,Pek,Hak,-1,0,738
Kc,Gyd,Ala,-1,0,E90
Ca,Cgo,She,-1,0,320
Sq,Kix,Sin,-1,0,333
Us,Mia,Pns,-1,0,Er4
Lo,Waw,Svo,-1,0,E95 E75
Hv,Saw,Ams,-1,0,73H 73W
U2,Mad,Edi,-1,0,319 320
Sv,Dmm,Has,-1,0,E70
Ad,Jtc,Vcp,-1,0,At7
Qc,Abj,Los,-1,0,737
J9,Hmb,Kwi,-1,0,320
Tr,Sin,Per,-1,0,320
Tom,Stn,Pmi,-1,0,73H
Ja,Cph,Sjj,-1,0,At7
Mu,Ktm,Kmg,-1,0,737
Ah,Orn,Alc,-1,0,736 Atr
At,Rak,Mxp,-1,0,738
Ba,Lcy,Iom,Y,0,S20
Ua,Btv,Ord,Y,0,Cr7 Erj Crj
De,Hav,Fra,-1,0,767
Ay,Bru,Lis,Y,0,321 320 319 100
Ua,Den,Yyc,-1,0,738 320 739
Qr,Doh,Ath,-1,0,333 321 332
Nh,Nrt,Ist,Y,0,77W 332
Am,Trc,Gdl,Y,0,Erj
Hv,Pmi,Rtm,-1,0,73H
Zl,Nra,Syd,-1,0,Sf3
Aa,Phx,Sbp,Y,0,Cr9 Crj
G8,Del,Ixj,-1,0,320
Ls,Blk,Fao,-1,0,733
Nh,Ctu,Nrt,-1,0,763
Pr,Yyz,Yvr,-1,0,773
9U,Kiv,Fco,-1,0,E90
Am,Hmo,Gdl,Y,0,Erj
Up,Nas,Cri,-1,0,Dh8
Sk,Arn,Puy,-1,0,717
Us,Dca,Mia,-1,0,738
Ba,Lcy,Zrh,Y,0,E90 E70
B6,Sti,Sju,-1,0,E90
Fj,Hnl,Nan,-1,0,73H
Su,Svo,Her,-1,0,321
Ba,Agp,Lhr,-1,0,320
Oz,Icn,Khh,-1,0,M90
O6,Bsb,Cgr,-1,0,318
Fr,Opo,Tuf,-1,0,738
Km,Mla,Dus,-1,0,319 320
B6,Bos,Puj,-1,0,320
Bt,Fco,Rix,-1,0,73C
Mf,Foc,Tsn,-1,0,738
Mu,Tna,Sha,-1,0,321
Fr,Ein,Mla,-1,0,738
Ua,Sfo,Stl,-1,0,320 319
Cc,Tgu,Gua,-1,0,L4T
Tl,Elc,Mng,-1,0,Em2
Kq,Nbo,Bzv,-1,0,738 73W
Cz,Ynt,Ctu,-1,0,321
Wf,Lkn,Ret,-1,0,Dh1 Dh2
Dl,Cul,Mty,-1,0,Er4
Lh,Aoi,Muc,Y,0,Cr9 E95
Jq,Syd,Per,-1,0,321
9W,Shj,Cok,-1,0,73H
Wn,Bwi,Den,-1,0,73W
Ib,Lhr,Bwi,Y,0,767
Mu,Pek,Ljg,-1,0,737
G4,Pie,Sgf,-1,0,320
Am,Hmo,Mex,-1,0,737
Ua,Stt,Sju,Y,0,Cna
Fl,Las,Sna,-1,0,73G
Cz,Syx,Foc,Y,0,737
Ios,Ovb,Nzh,-1,0,Cr2
Ps,Dok,Lca,-1,0,737
Su,Cdg,Svo,-1,0,320 321
Qr,Doh,Bah,-1,0,320 321 319 333
Ke,Icn,Cgk,-1,0,77W 332
Sk,Had,Vxo,Y,0,Sf3
Sq,Syd,Sin,-1,0,773 388 772
Fr,Edi,Bcn,-1,0,738
Pc,Ayt,Saw,-1,0,738 320
Ib,Lde,Mad,Y,0,Cr9
Hu,Scn,Txl,Y,0,73G 320
Jl,Yeg,Yzf,Y,0,73W
9W,Hyd,Del,Y,0,738 73W
Ib,Lpa,Vlc,Y,0,Crk
Dl,Dtw,Ngo,-1,0,744
Ep,Kih,Bnd,-1,0,At7
Fr,Lbc,Psa,-1,0,738
Dy,Lgw,Tfs,-1,0,73H
Us,Fra,Clt,-1,0,333 332
Mu,Nay,Sha,Y,0,737
Dl,Pdx,Jfk,-1,0,73H 752 757
9M,Yoj,Yeg,-1,0,Beh
To,Ory,Oud,-1,0,73H
Pw,Dar,Znz,-1,0,At7 At4
Ca,Szx,Gys,-1,0,319
Dl,Las,Dtw,-1,0,757 320 739 738
Lg,Lux,Bcn,-1,0,Dh4
7H,Ain,Atk,Y,0,Cnc
Dy,Osl,Bud,-1,0,733
De,Dus,Tfs,-1,0,757
Ua,Muc,Iah,-1,0,764
Aa,Lhr,Maa,Y,0,777
Kr,Fru,Sgc,-1,0,320
Om,Icn,Uln,-1,0,763
Uj,Dok,Ist,-1,0,320
Fd,Hkg,Dmk,-1,0,320
Hq,Aga,Bru,-1,0,320
Fr,Dub,Bzg,-1,0,738
Av,Bog,Iah,-1,0,752 73G
Fd,Szx,Dmk,-1,0,320
Am,Gdl,Sfo,-1,0,738
Ny,Ifj,Rkv,-1,0,Dh8
Pk,Auh,Khi,-1,0,310 73H
F9,Cvg,Den,-1,0,320 319
Os,Ksc,Vie,Y,0,100 Dh4
Wn,Rsw,Pvd,-1,0,73C
Fr,Dub,Ryg,-1,0,738
Af,Ory,Cfe,-1,0,Crk At7
Us,Tpe,Lax,-1,0,77W
Fl,Mdw,San,Y,0,73H 73W 738
Ad,Cgr,Gru,-1,0,E95
Ay,Ayt,Hel,-1,0,320
Ib,Bcn,Fra,Y,0,320
Vy,Pmi,Bio,-1,0,320
Aa,Hsv,Ord,Y,0,Er4
Su,Hel,Svo,-1,0,319
Wb,Jro,Dar,-1,0,Crj
S2,Del,Ded,Y,0,73H 738 At7
Ey,Auh,Mel,-1,0,77W
Fr,Aho,Mad,-1,0,738
Ke,Icn,Tpe,-1,0,333 73H
Ro,Otp,Dxb,-1,0,73W
Cz,Icn,Ynj,-1,0,321
Fr,Ibz,Gro,-1,0,738
Ca,Szx,Hfe,Y,0,738 320
Fr,Trf,Alc,-1,0,738
Sv,Jed,Ruh,-1,0,333 777 773 321 320 772 744 74E
Ca,Pek,Inc,-1,0,738
Az,Fco,Nap,-1,0,32S 319
Aa,Hpn,Ord,Y,0,Erd
U2,Ams,Sxf,-1,0,319 320
Az,Fco,Cag,-1,0,319 32S 320 321
Ua,Bjx,Lax,-1,0,319
Lt,Muc,Vno,-1,0,E75 Cr2
Vn,Sgn,Foc,-1,0,321
Ig,Vrn,Fue,-1,0,320
Ir,Tbz,Bnd,-1,0,100
5J,Ceb,Sug,-1,0,Atr
Af,Jer,Cwl,Y,0,F50
F9,Lbl,Ddc,Y,0,Be1
Ux,Mad,Lim,-1,0,332
Kl,Ams,Jfk,-1,0,330 777 74M 747
Ca,Ngb,Pek,-1,0,738
Wf,Boo,Ssj,-1,0,Dh1 Dh2
U2,Lgw,Bgo,-1,0,319
Q6,Dmd,Ong,-1,0,Dh1
Ro,Otp,Beg,-1,0,At5 At7
Sv,Krt,Jed,-1,0,772
Sv,Ynb,Jed,-1,0,E70 320 321
Kc,Ist,Tse,-1,0,320
9E,Atl,Cha,-1,0,Crj
Eb,Mad,Cun,-1,0,744
Fm,Txn,Ckg,-1,0,737
Ix,Maa,Kul,-1,0,738
Ac,Yyz,Cph,-1,0,763
Mu,Wuh,Hgh,-1,0,320
Fz,Ruh,Dwc,-1,0,73H
Kl,Blq,Ams,Y,0,Emj
Dy,Osl,Beg,-1,0,733
Ab,Ibz,Bsl,-1,0,320
Us,Las,Ord,-1,0,M83 738
Us,Mia,Lax,-1,0,777 763 757
Ps,Hrk,Kbp,-1,0,735
Sv,Jed,Thr,-1,0,74E Ab6
Mu,Dlu,Kmg,-1,0,737 733
Wn,Oak,Mdw,-1,0,73H 73W 738
G9,Shj,Cjb,-1,0,320
Fr,Gdn,Brs,-1,0,738
Ad,Vcp,Ios,-1,0,E95
Mu,Jng,Hrb,-1,0,737
Ua,Lch,Iah,Y,0,Erj
Hu,Pek,Syx,-1,0,738
9V,Pmv,Ccs,-1,0,732
Zb,Man,Ace,-1,0,321 320
Qf,Dxb,Jed,Y,0,388
Ws,Pvr,Yeg,-1,0,73W
G3,Fln,Eze,-1,0,738
Et,Adl,Sin,-1,0,333
Az,Lys,Cta,-1,0,320
Dl,Lax,Atl,-1,0,763 757 73H 76W
Zh,Cgo,Hgh,Y,0,319
Hv,Ams,Alc,-1,0,73H 73W
Af,Flr,Cdg,-1,0,318
Ep,Syz,Lrr,-1,0,At7
Dt,Vhc,Meg,-1,0,73G
Xq,Bsl,Ayt,-1,0,738
Am,Mex,Las,-1,0,737
Jl,Shm,Hnd,-1,0,E70
Ua,Iah,Sjo,-1,0,738
Sc,Tyn,Dsn,-1,0,Cr2
Cz,Ams,Xmn,Y,0,777
Ca,Cgo,Lhw,Y,0,738
Ua,Mdt,Ord,-1,0,320 319
Br,Akj,Tpe,-1,0,332
Sq,Ngo,Sin,-1,0,333
4U,Agp,Str,-1,0,320 319
Fr,Ork,Gdn,-1,0,738
6E,Bom,Blr,-1,0,320
9N,Cun,Bze,-1,0,Cnc
Jj,Mia,Mao,-1,0,763 738
Wn,Sna,Sfo,-1,0,73W
Vs,Lhr,Bos,-1,0,333 764
Nz,Epr,Per,Y,0,F50
Mo,Ybk,Ycs,-1,0,At4
D2,Vko,Cee,-1,0,Cr2
U6,Mrv,Svx,-1,0,320
Tu,Tun,Dxb,-1,0,319
6E,Vtz,Blr,-1,0,320
Kl,Den,Atl,Y,0,757 M90
Fr,Pgf,Crl,-1,0,738
Tk,Ist,Isu,-1,0,321 738 739
Qz,Upg,Sub,-1,0,320
4U,Cgn,Fao,-1,0,319 320
Ix,Bah,Doh,-1,0,738
5J,Mnl,Pek,-1,0,320
Be,Gci,Jer,-1,0,Dh4
Dl,Slc,Las,-1,0,320 757 73H 738
Bi,Bwn,Mel,-1,0,787
Hv,Dlm,Rtm,-1,0,73H
R3,Krr,Ist,-1,0,73W
4T,Prn,Zrh,-1,0,320
Dl,Sfo,Dtw,-1,0,763 739
U2,Tlv,Gva,-1,0,320
Ey,Auh,Syd,-1,0,77W 346
Jt,Dps,Wgp,Y,0,Atr
Ps,Ist,Ods,-1,0,320 734 738
U2,Lgw,Pmi,-1,0,319 320
Az,Tys,Atl,Y,0,717
As,Ogg,Oak,-1,0,73H
Hu,Nbo,Auh,-1,0,320
Ei,Dub,Gva,-1,0,320
Kl,Atl,Evv,Y,0,Crj
7I,Pos,Pbm,-1,0,733
Hg,Vie,Cfu,-1,0,320
Ua,Ida,Den,Y,0,Crj
Af,Atl,Dus,Y,0,76W
Sg,Blr,Hbx,-1,0,Dh8
De,Ace,Lgw,Y,0,757
Fr,Tps,Man,-1,0,738
To,Her,Bhx,-1,0,75W
Nh,Nrt,Ngo,-1,0,320 735
Kl,Lhr,Msp,Y,0,767
Dy,Cph,Psa,-1,0,73H
Qr,Doh,Goi,-1,0,321
U2,Lpl,Jer,-1,0,319
Gl,Umd,Juk,-1,0,Bh2
Dl,Mdw,Atl,-1,0,319 320 717
W6,Bud,Vko,-1,0,320
J2,Gyd,Saw,-1,0,319
My,Czh,Spr,-1,0,Cnc
Ba,Cdg,Lhr,-1,0,319 320 321
U6,Krr,Svx,-1,0,320
Ku,Trv,Kwi,-1,0,310 Ab6
Wt,Xks,Ytl,-1,0,Beh
Ab,Bcn,Txl,-1,0,738 320 321
Ux,Mad,Tfn,-1,0,332 738
Aa,Gla,Lhr,Y,0,319 320 321
Aa,Dfw,Elp,-1,0,M80 319
Tk,Lax,Ist,-1,0,77W
Ua,Evn,Vie,Y,0,320 321
Av,Gye,Lim,-1,0,320 319
Sj,Sub,Cgk,-1,0,734 735 733
Tg,Icn,Hkt,-1,0,330
Lh,Muc,Fra,-1,0,321 320 32A 319
As,Atl,Orf,Y,0,M90 M88 319
Wn,Bwi,Phx,-1,0,73W 738
Ay,Hel,Ivl,-1,0,319 320
D2,Dme,Kvk,-1,0,Cr2
Ms,Acc,Cai,-1,0,738
5J,Bcd,Dvo,-1,0,320
Wn,Sju,Tpa,-1,0,73H 73W
Cz,Pek,Ams,-1,0,332
Gs,Cgo,Urc,-1,0,321
Ab,Str,Ayt,-1,0,738 320
Et,Krt,Add,-1,0,738 Dh8
G3,Gru,Ros,-1,0,738 73G
Us,Clt,Stl,-1,0,319
Be,Nwi,Gci,Y,0,D38
Wn,Mdw,Jax,-1,0,73W
Dy,Fco,Bgo,-1,0,73H
Fr,Agp,Nyo,-1,0,738
Sv,Ruh,Ahb,-1,0,320
Oz,Icn,Rgn,-1,0,763
Lh,Bcn,Ewr,Y,0,752
Aa,Sjo,Clt,-1,0,319
Ei,Ork,Muc,-1,0,320
Cz,Csx,Kwe,Y,0,737
B6,Bdl,Fll,-1,0,320
Uy,Bgw,Tbs,-1,0,M83
Us,Phx,Oak,-1,0,319
Gs,Xiy,Tsn,-1,0,E90 320 321
7F,Yzf,Ycb,-1,0,73M At7
Av,Sal,Cun,-1,0,321 320 E90
Qf,Mel,Hnl,Y,0,332
Dl,Eyw,Atl,-1,0,73W
Cz,Can,Sgn,-1,0,738
Ge,Tsa,Pvg,-1,0,321
Jj,Gru,Dfw,-1,0,77W
Ay,Bma,Mmx,Y,0,Ar1 Ar8
Qb,Bnd,Kih,-1,0,F50
Ob,Lpb,Tja,-1,0,733
Af,Jfk,Cdg,-1,0,332 772 388 343
To,Lgw,Agp,-1,0,73H
Ua,Iah,Tus,Y,0,Erj Cr7
Fr,Pdv,Stn,-1,0,738
Ab,Olb,Ham,-1,0,320
Vy,Pmi,Grx,-1,0,320
Lx,Zrh,Nrt,-1,0,343
4H,Dac,Bzl,-1,0,Dh8
To,Adb,Bhx,-1,0,75W
Dy,Fao,Arn,-1,0,73H
Us,Ric,Dfw,-1,0,M80 M83
Ua,Den,Yeg,-1,0,319
9W,Ixb,Ccu,-1,0,738
Cz,Tao,Hgh,-1,0,320 738
Ix,Maa,Trv,-1,0,738
Ua,Los,Fra,Y,0,333
Fl,Dca,Mke,-1,0,717
Wy,Jed,Sll,-1,0,E75
Fl,Cmh,Atl,-1,0,717
Us,Lax,Okc,Y,0,Cr7
Ig,Zrh,Cta,Y,0,320
Lh,Tao,She,-1,0,343
2O,Kln,Kyk,-1,0,Bni
Fr,Ein,Mrs,-1,0,738
Wn,Oak,Ont,-1,0,733 73C 73W
Wf,Mol,Bgo,-1,0,Dh3 Dh4
Ep,Kbl,Mhd,-1,0,100
Us,Dfw,Bhm,-1,0,M80 M83
Af,Atl,Ecp,Y,0,717 M88
U2,Lil,Bod,-1,0,319
Aa,Lga,Stl,Y,0,Cr7
Jq,Akl,Syd,-1,0,320
Su,Gdz,Svo,-1,0,320 319
Ca,She,Xiy,Y,0,320
Cz,Tao,Wuh,-1,0,738 73G
Mk,Run,Mru,-1,0,319 343 At7 332
Aa,Dca,Roc,Y,0,E70 Crj
Cz,Pnh,Can,-1,0,321 319
3U,Wuh,Ckg,-1,0,319
Us,Phl,Cmh,Y,0,Crj E75 E70
Br,Kwl,Tpe,-1,0,M90
Ib,Mad,Ssg,-1,0,319
Fr,Bri,Blq,-1,0,738
Wn,Mdw,Bkg,-1,0,73W
Fl,Mdw,Puj,-1,0,73G
Ca,Hgh,Kwe,-1,0,320 319
Fm,Pvg,Wuh,-1,0,738
Oa,Kit,Ath,-1,0,Dh4
Jl,Pvg,Ngs,Y,0,319
Be,Lsi,Abz,Y,0,Sf3 S20
Dl,Ind,Bos,Y,0,E75
Ke,Icn,Rgn,-1,0,73H
Us,Dfw,Yul,-1,0,738
U2,Vce,Nap,-1,0,319 320
Tk,Ist,Mct,-1,0,739 738
Zh,Kwl,Nkg,-1,0,738
Qf,Cnj,Tsv,Y,0,Dh4
Lh,Bru,Nsi,Y,0,332
G3,Slz,Bsb,-1,0,738
Qs,Prg,Fra,-1,0,At7 319
Sh,Lst,Bwt,-1,0,Swm
Jq,Ntl,Mel,-1,0,320
U2,Alc,Brs,-1,0,319 320
Az,Fco,Bru,-1,0,32S 320 319
Ua,Fat,Den,Y,0,Cr7 Crj
8L,Ljg,Kwe,-1,0,319
S4,Lis,Opo,Y,0,100 320 Er4 319
Cz,Hzh,Can,-1,0,E90
Aa,Msy,Dca,Y,0,E75 E70 319
5J,Bxu,Mnl,-1,0,320
Be,Koi,Lsi,Y,0,Sf3
Us,Tpa,Dfw,-1,0,738 M83 M80
F9,Den,Iah,-1,0,319 320
Un,Vvo,Dme,-1,0,773
Wn,Stl,Rdu,-1,0,73W
Ur,Arh,Nnm,-1,0,An4
Mh,Kul,Sdk,-1,0,738
Dc,Gse,Vby,-1,0,At7
Ig,Kiv,Mxp,-1,0,737
Nz,Knx,Per,Y,0,100
Ua,Pty,Iad,-1,0,73G
Az,Atl,Sat,Y,0,M90 757
Aa,Phl,Mht,Y,0,Crj E75 E70
Be,Sou,Lig,-1,0,Dh4
Ir,Awz,Thr,-1,0,M82 100 Ab4
2N,Had,Arn,-1,0,Sf3 Atp
Ua,Yqr,Ord,Y,0,Crj
6E,Del,Gau,-1,0,320
Fr,Bva,Opo,-1,0,738
Dl,Slc,Psp,Y,0,Crj
G8,Ccu,Ixz,-1,0,320
Ay,Cph,Hel,-1,0,320 319 321
Y9,Awz,Thr,-1,0,Tu3 M80
Aa,Tls,Lhr,Y,0,320 319
Nt,Lpa,Rai,Y,0,Cr9
Bu,Fbm,Jnb,-1,0,320
Mu,Sha,She,Y,0,738
Qr,Doh,Ord,-1,0,77W
Jl,Hna,Fuk,Y,0,E70
Hu,Szx,Ctu,-1,0,333 738
8V,Vee,Fyu,-1,0,Cnc
Tp,Mrs,Lis,Y,0,Er4 100
7R,Esl,Dme,-1,0,Cr2
Kl,Ams,Otp,-1,0,737
Aa,Rsw,Dus,Y,0,330
Ho,Sha,Ckg,-1,0,320
Dl,Gdl,Atl,-1,0,320
Y4,Tij,Sjd,-1,0,320
Kq,Nbo,Mba,-1,0,733 E90
G4,Las,Lrd,-1,0,M80
Ab,Lnz,Her,-1,0,321
Br,Tpe,Yvr,-1,0,744
Mu,Hmi,Pvg,-1,0,320
Iy,Dxb,Riy,-1,0,310
Su,Cmn,Cdg,Y,0,320 319
Am,Mex,Cul,-1,0,Emj 737
Aa,Phl,Cmh,Y,0,Crj E75 E70
3U,Ctu,Tsa,-1,0,320
Aa,Phl,Puj,-1,0,319 332 320
Ca,Kwe,Hfe,Y,0,738
Kn,Nay,Bav,-1,0,737
Nh,Nrt,Icn,Y,0,321 333 738 772 74E
Jt,Plm,Tkg,-1,0,739
Cy,Svo,Lca,-1,0,320
Tj,Nev,Sju,-1,0,Pl2
Dl,Atl,Fco,-1,0,333
Bm,Svg,Got,-1,0,Er4
Fr,Stn,Rho,-1,0,738
Us,Dfw,Pbc,-1,0,Erd
Me,Bey,Jed,-1,0,320 332
A3,Jkl,Ath,-1,0,Dh8
Wn,Phx,Mdw,-1,0,73W 73H 738
Hd,Hnd,Akj,-1,0,735 763
S2,Blr,Cjb,Y,0,At7
Xl,Gye,Scy,-1,0,319
Sj,Amq,Upg,-1,0,738
2K,Scy,Gye,-1,0,319 320
Ua,Iah,Slc,Y,0,Erj Cr7 E70
Zh,Pek,Txn,Y,0,737
Jq,Dud,Akl,-1,0,320
Aa,Oaj,Dca,Y,0,Crj
Cu,Hav,Svo,Y,0,332
Vx,Las,Lax,-1,0,320
Ac,Pek,Yyz,-1,0,77W
Fr,Szz,Stn,-1,0,738
U6,Krr,Tas,-1,0,320
Zh,Szx,Xiy,-1,0,320
Tm,Dar,Pol,-1,0,E90
Br,Tsa,Sha,-1,0,333
Jl,Pvg,Cts,Y,0,321 320
Ab,Nue,Hrg,-1,0,738
Sn,Bru,Dkr,-1,0,333
Uu,Run,Hah,-1,0,738
Zh,Ctu,Tao,Y,0,320
Ul,Trz,Cmb,-1,0,320
Ox,Dmk,Hkt,-1,0,M82
Pk,Lhr,Lhe,-1,0,777
Fl,Mco,Mem,Y,0,73C 73W
Ir,Thr,Omh,-1,0,100 M82
Aa,Mco,Dfw,-1,0,738 M83 M80 757
W3,Jos,Los,-1,0,73G
Mf,Xmn,Tna,-1,0,737
Lh,Lej,Vie,Y,0,Dh4
Sk,Blq,Cph,-1,0,Cr9 319
Zh,Het,She,-1,0,320
F9,Mdt,Den,-1,0,319
To,Pfo,Ema,-1,0,73H
Wy,Bah,Mct,-1,0,E75 73G 738
Lh,Ssg,Abv,-1,0,343
Fr,Snn,Nce,-1,0,738
Lh,Ams,Ord,Y,0,763
Ab,Vie,Skg,-1,0,E90
Ab,Txl,Mxp,-1,0,738 73G 320
Sg,Hyd,Idr,-1,0,Dh8
Un,Svx,Hkt,-1,0,763
Ua,Iah,Cun,-1,0,739 738
Jj,Rao,Cgh,-1,0,319 320
Ka,Pus,Hkg,-1,0,321 320
Vr,Bvc,Rai,-1,0,At7
5H,Lok,Edl,-1,0,Dh8
Fm,Sha,Tyn,-1,0,738
Mh,Nrt,Kul,-1,0,772
Fr,Stn,Fue,-1,0,738
Bk,Xmn,Csx,-1,0,738
Zh,Csx,Ctu,Y,0,320 319
Ua,Gnv,Tpa,Y,0,Sf3
Nk,Rsw,Ord,-1,0,319
Ke,Icn,Ror,-1,0,73H
Kl,Ams,Trf,Y,0,Emj
Ah,Mrs,Qsf,-1,0,738
Zh,Ynt,Wuh,-1,0,320
Ah,Alg,Nce,-1,0,736 738
Vy,Scq,Bru,-1,0,320
Ab,Cly,Cgn,-1,0,73G
2Z,Cgr,Dou,-1,0,At7
Av,Clo,Ctg,-1,0,318 320
Pc,Tzx,Saw,-1,0,738 320
Az,Blq,Cta,-1,0,320
3L,Zrh,Szg,-1,0,Dh3
Tr,Sin,Pen,-1,0,320
Zb,Bhx,Fao,-1,0,321
Fl,Atl,Bos,-1,0,717
Ek,Dxb,Kix,-1,0,77W
3U,Kmg,Tpe,-1,0,320
Et,Kwi,Add,-1,0,738
Ar,Mdz,Sla,Y,0,E90
Us,Bna,Dfw,-1,0,M80 738 M83
Su,Icn,Uus,-1,0,737
F9,Fmn,Als,Y,0,Be1
Az,Ruh,Fco,Y,0,320
Zh,Het,Ctu,-1,0,320
Nh,Gum,Kix,Y,0,73G 738
Jh,Kmj,Nkm,-1,0,E70
Hv,Ein,Ath,-1,0,73H 73W
Ua,Aia,Cdr,Y,0,Be1
Ek,Nbo,Dxb,-1,0,77W 77L
La,Eze,Gye,Y,0,319
Kl,Cun,Mex,Y,0,767
Dl,Dsm,Msp,Y,0,Cr9 Crj
Dy,Lax,Arn,Y,0,788
Cz,Nrt,Pek,Y,0,73H 767
Pl,Nas,Tbi,-1,0,Atp
Qf,Isa,Drw,Y,0,E70
Dt,Lad,Gig,-1,0,77W
Us,Dca,Yul,Y,0,Crj
Ms,Jed,Cai,-1,0,738 333 330 340 320
Cz,Bhy,Sjw,-1,0,321
Ua,Lis,Ewr,-1,0,752
Uo,Hkg,Rmq,-1,0,320
Ua,Mex,Sfo,-1,0,320
Us,Sna,Ord,-1,0,738
Az,Jax,Atl,Y,0,757
Kl,Atl,Ags,Y,0,717 M88 Crj
D7,Kul,Ctu,-1,0,330
Oa,Ath,Lxs,Y,0,Dh4
Hu,Hrb,Tsn,-1,0,738
Ca,Tyn,Bav,Y,0,Cr7
Us,Lax,Mia,-1,0,757 777 763 738
La,Scl,Mdz,-1,0,320 319
Vy,Zag,Bcn,-1,0,320
Aa,Dtw,Phx,-1,0,319 321
Mh,Fra,Dfw,-1,0,777
Cz,Sym,Kmg,-1,0,733
S4,Cph,Lis,Y,0,320
Ts,Yqb,Yul,-1,0,310
Ua,Iah,Hux,Y,0,Erj
Ba,Lhr,Edi,-1,0,319 767 321 320
Us,Dfw,Bpt,-1,0,Erd
Ca,Ngb,Tao,Y,0,738
Ua,Lax,Jfk,-1,0,757
S2,Blr,Goi,Y,0,At7
Fr,Kgs,Bgy,-1,0,738
Ua,Ewr,San,-1,0,739 738
X3,Rho,Lej,-1,0,73H
Cz,Urc,Lhw,-1,0,752 319 320
Br,Tpe,Cdg,-1,0,77W
Dv,Plx,Tse,-1,0,Crj
Gv,Kvc,Cdb,-1,0,Bec
Wn,Atl,Msy,-1,0,73W
Y4,Zcl,Tij,-1,0,320
5T,Yhk,Yzf,-1,0,Dh8
Sv,Ruh,Lhr,-1,0,777
Cz,Hak,Foc,Y,0,737
Wy,Ktm,Mct,-1,0,738
Ca,Pek,Lgw,-1,0,330
Q2,Mle,Trv,-1,0,Dh8 320
Aa,Lax,Gru,-1,0,777
Us,Jfk,Sfo,-1,0,32B 763
Ke,Ruh,Icn,-1,0,332
Cz,Jjn,Szx,Y,0,737
W6,Skp,Ltn,-1,0,320
Ad,Rec,Vcp,-1,0,E95
Sa,Jnb,Sez,-1,0,332
Ac,Yyz,Pek,-1,0,77W
Aa,Bos,Clt,-1,0,319 321 320 E90
Pr,Klo,Pus,-1,0,320
Mu,Lhw,Kmg,-1,0,320
Mu,Bkk,Ngb,-1,0,320
Af,Cdg,Bom,-1,0,332
Lh,Fra,Trn,-1,0,735 E90 Cr7
Ib,Mad,Agp,Y,0,32S
Az,Ias,Fco,Y,0,733
Hu,Hfe,Hrb,-1,0,738
Nh,Cts,Ngo,-1,0,767 320 737
G4,Gsp,Fll,-1,0,M80
Hu,Pek,Ovb,-1,0,320
Fr,Bds,Crl,-1,0,738
Av,Sal,Sap,-1,0,320 Atr E90 319
Pq,Ceb,Mnl,-1,0,320
Fr,Dub,Tuf,-1,0,738
Gk,Kix,Fuk,-1,0,320
Nk,Myr,Crw,-1,0,319
U2,Stn,Dbv,-1,0,319
Az,Prg,Lin,-1,0,319 E75
La,Syd,Scl,Y,0,744
Fr,Gdn,Wmi,-1,0,738
Ou,Txl,Spu,-1,0,319
3U,Ckg,Inc,-1,0,321
Ca,Mfm,Nkg,-1,0,321
Cz,Yiw,Pek,-1,0,738
La,Scl,Mex,-1,0,763
Tv,Ctu,Lxa,-1,0,319
Mu,Xiy,Khn,-1,0,320
Ar,Afa,Luq,Y,0,E90
Hx,Syx,Hkg,-1,0,320
Lh,Ala,Tse,-1,0,333
Tp,Fao,Fra,Y,0,32A 321 320
At,Cmn,Oxb,-1,0,738 73G
Dy,Cgn,Tfs,-1,0,73H
Lx,Zrh,Pmi,-1,0,321 320
Tom,Fue,Bhx,-1,0,75W
8E,Otz,Wtk,-1,0,Cnc
As,Gdl,Lax,-1,0,73H
Ca,Hak,Tsn,-1,0,738
Fm,Dyg,Pvg,-1,0,738
Ua,Tpa,Iah,-1,0,73G 320 739 738
Us,Sea,Ord,-1,0,738
Ga,Tjq,Cgk,-1,0,735 Crk
F9,Puj,Stl,-1,0,319
Ac,Ywk,Yzv,Y,0,Dh1
Wf,Bjf,Hft,-1,0,Dh2
Wn,Stl,San,-1,0,73W
Lh,Jed,Fra,-1,0,333
Aa,Dfw,Crw,Y,0,Crj
Ib,Alc,Bio,Y,0,Cr9 Cr2
Ai,Del,Ist,Y,0,330
Aa,Bda,Jfk,-1,0,738
Ay,Arn,Hel,-1,0,319 320
Jq,Mel,Lst,-1,0,320
U2,Ams,Lis,-1,0,319
Ge,Sha,Tsa,-1,0,321
Av,Sjo,Sap,-1,0,Atr
Wf,Hov,Bgo,-1,0,Dh1
B6,Jfk,Ord,-1,0,320 E90
U2,Chq,Lgw,-1,0,320
Ps,Dok,Tlv,-1,0,734
X7,Apf,Mia,-1,0,Cna
Aa,Yyc,Lax,-1,0,737
Fr,Gro,Fkb,-1,0,738
Ac,Yqr,Yyz,-1,0,E90
Cx,Mxp,Hkg,-1,0,77W
Ls,Dlm,Ncl,-1,0,752
Wu,Hrk,Kut,-1,0,320
Nh,Itm,Nrt,-1,0,738 767
Wn,Phl,Mco,-1,0,73W 73C 733
Ib,Nkc,Lpa,-1,0,319
Aa,Ewn,Clt,-1,0,Dh8 Dh3
