airline ID,name,iata,icao,country,active
1,Private Flight,-,None,None,Y
2,135 Airways,None,Gnl,United States,N
3,1Time Airline,1T,Rnx,South Africa,Y
4,2 Sqn No 1 Elementary Flying Training School,None,Wyt,United Kingdom,N
5,213 Flight Unit,None,Tfu,Russia,N
6,223 Flight Unit State Airline,None,Chd,Russia,N
7,224Th Flight Unit,None,Ttf,Russia,N
8,247 Jet Ltd,None,Twf,United Kingdom,N
9,3D Aviation,None,Sec,United States,N
10,40-Mile Air,Q5,Mla,United States,Y
11,4D Air,None,Qrt,Thailand,N
12,611897 Alberta Limited,None,Thd,Canada,N
13,Ansett Australia,An,Aaa,Australia,Y
14,Abacus International,1B,None,Singapore,Y
15,Abelag Aviation,W9,Aab,Belgium,N
16,Army Air Corps,None,Aac,United Kingdom,N
17,Aero Aviation Centre Ltd.,None,Aad,Canada,N
18,Aero Servicios Ejecutivos Internacionales,None,Sii,Mexico,N
19,Aero Biniza,None,Bzs,Mexico,N
20,Aero Albatros,None,Abm,Spain,N
21,Aigle Azur,Zi,Aaf,France,Y
22,Aloha Airlines,Aq,Aah,United States,Y
23,Alaska Island Air,None,Aak,United States,N
24,American Airlines,Aa,Aal,United States,Y
25,Aviation Management Corporation,None,Aam,United States,N
26,Atlantis Airlines (Usa),None,Aao,United States,N
27,Aerovista Airlines,None,Aap,United Arab Emirates,N
28,Asiana Airlines,Oz,Aar,Republic Of Korea,Y
29,Askari Aviation,4K,Aas,Pakistan,Y
30,Australia Asia Airlines,None,Aau,Australia,N
31,Astro Air International,None,Aav,United States,N
32,Afriqiyah Airways,8U,Aaw,Libya,Y
33,Afrinat International Airlines,Q9,Afu,Gambia,N
34,Afric'Air Express,None,Aax,Ivory Coast,N
35,Allegiant Air,G4,Aay,United States,Y
36,Angus Aviation,None,Aaz,Canada,N
37,Artem-Avia,None,Aba,Ukraine,N
38,African Business And Transportations,None,Abb,Democratic Republic Of The Congo,N
39,Aban Air,K5,Abe,Iran,N
40,Aerial Oy,None,Abf,Finland,N
41,Abakan-Avia,None,Abg,Russia,N
42,Absa - Aerolinhas Brasileiras,M3,Tus,Brazil,Y
43,Abaet,None,Abj,Brazil,N
44,Alberta Citylink,None,Abk,Canada,N
45,Apsa Colombia,None,Abo,Colombia,N
46,Aerovias Bueno,None,Abu,Colombia,N
47,Aerocenter,None,Acr,Aerocenter,N
48,Antrak Air,04,Abv,Ghana,N
49,Airborne Express,Gb,Abx,United States,N
50,Abx Air,Gb,Abx,United States,N
51,Ata Brasil,None,Abz,Brazil,N
52,Avcard Services,None,Acc,United Kingdom,N
53,Academy Airlines,None,Acd,United States,N
54,Aero Comondu,None,Aco,Mexico,N
55,Astral Aviation,8V,Acp,Kenya,Y
56,Air Cess,None,Acs,Liberia,N
57,Air Aurora,None,Aai,United States,N
58,Air Cargo Transportation System,None,Acu,Kenya,N
59,Air Charter Service,None,Acv,United Kingdom,N
60,Aero Asia International,E4,Rso,Pakistan,N
61,Air Charters,None,Acx,Canada,N
62,Air Togo,Yt,Tga,Togo,N
63,Air Somalia,None,Rsm,Somali Republic,N
64,Atlas Cargo Lines,None,Acy,Morocco,N
65,Airservices Australia,None,Ada,Australia,N
66,Advance Leasing Company,4G,None,United States,N
67,Aztec Worldwide Airlines,7A,None,United States,N
68,Air Tindi,8T,None,Canadian Territories,Y
69,Antonov Airlines,None,Adb,Ukraine,N
70,Air Atlantic Dominicana,None,Adc,Dominican Republic,N
71,Advanced Air Co.,None,Add,Japan,N
72,Ada Air,Zy,Ade,Albania,Y
73,Aerea Flying Training Organization,None,Adg,Spain,N
74,Audeli Air,None,Adi,Spain,N
75,Abicar,None,Adj,Ivory Coast,N
76,Adc Airlines,Z7,Adk,Nigeria,N
77,Aero Dynamics,None,Adl,United Kingdom,N
78,Aerolineas Dominicanas,None,Adm,Dominican Republic,N
79,Aerodienst Gmbh,None,Adn,Germany,N
80,Aerodiplomatic,None,Adp,Mexico,N
81,Aerodyne,None,Ady,United States,N
82,Avion Taxi,None,Adq,Canada,N
83,Adria Airways,Jp,Adr,Slovenia,Y
84,Aviones De Sonora,None,Ads,Mexico,N
85,Air Dorval,None,Adt,Canada,N
86,Airdeal Oy,None,Adu,Finland,N
87,Advance Air Charters,None,Adv,Canada,N
88,Air Andaman,None,Adw,Thailand,N
89,Anderson Aviation,None,Adx,United States,N
90,Air Europa,Ux,Aea,Spain,Y
91,Air Southwest Ltd.,None,Asw,Canada,N
92,Air Special,None,Asx,Czech Republic,N
93,Aero Benin,Em,Aeb,Benin,Y
94,Aerocesar,None,Aec,Aerocesar,N
95,Aerotrans Airlines,None,Aed,Russia,N
96,Aegean Airlines,A3,Aee,Greece,Y
97,Aerofumigaciones Sam,None,Aeg,Chile,N
98,Aeroexpreso Interamericano,None,Aei,Colombia,N
99,Air Express,None,Aej,Tanzania,N
100,Aerocon,None,Aek,Bolivia,N
101,Aero Madrid,None,Aem,Spain,N
102,Aeroenlaces Nacionales,None,Aen,Mexico,N
103,Aeroservicios Ejecutivos Del Occidente,None,Aeo,Mexico,N
104,Aerotec,None,Aep,Spain,N
105,Air Atlantique,Ki,Aag,United Kingdom,N
106,Air Europe,Pe,Ael,Italy,Y
107,Air Alma,None,Aaj,Canada,N
108,Air Express,None,Aeq,Sweden,N
109,Alaska Central Express,Ko,Aer,United States,Y
110,Aces Colombia,None,Aes,Colombia,Y
111,Aeronautical Radio Of Thailand,None,Aet,Thailand,N
112,Astraeus,5W,Aeu,United Kingdom,Y
113,Aeroventas,None,Aev,Mexico,N
114,Aerosvit Airlines,Vv,Aew,Ukraine,Y
115,Airway Express,None,Aex,United States,N
116,Air Italy,I9,Aey,Italy,Y
117,Aerial Transit Company,None,Aez,United States,N
118,Alfa Air,None,Afa,Czech Republic,N
119,American Falcon,Wk,Afb,Argentina,N
120,Alliance Airlines,Qq,Uty,Australia,Y
121,Air Universal,None,Uvs,Sierra Leone,N
122,Auvia Air,None,Uvt,Indonesia,N
123,African West Air,None,Afc,Senegal,N
124,Airfast Indonesia,None,Afe,Indonesia,N
125,Ariana Afghan Airlines,Fg,Afg,Afghanistan,Y
126,Air Fecteau,None,Afh,Canada,N
127,Africaone,None,Afi,Uganda,N
128,Alliance,None,Afj,Uganda,N
129,Africa Air Links,None,Afk,Sierra Leone,N
130,Aeroflot Russian Airlines,Su,Afl,Russia,Y
131,Aero Empresa Mexicana,None,Afo,Mexico,N
132,Air Bosna,Ja,Bon,Bosnia And Herzegovina,Y
133,Air Bravo,None,Brf,Uganda,N
134,Air Brasd'Or,None,Brl,Canada,N
135,Air 500,None,Brm,Canada,N
136,Alba Servizi Aerotrasporti,None,Afq,Italy,N
137,Air France,Af,Afr,France,Y
138,Air Partner,None,Acg,United Kingdom,N
139,Air Caledonie International,Sb,Aci,France,Y
140,Air Caledonia,None,Acm,Canada,N
141,Air Guam,None,Agm,United States,N
142,Air Gabon,Gn,Agn,Gabon,N
143,Air Data,None,Afs,United Kingdom,N
144,Air Afrique Vacancies,None,Afv,Ivory Coast,N
145,Air Cargo America,None,Mvm,United States,N
146,Air Salone,2O,None,Sierra Leone,Y
147,Air-Angol,None,Ngo,Angola,N
148,Air Nigeria,None,Ngp,Nigeria,N
149,Air Cargo Carriers,2Q,Snc,United States,Y
150,Air Samarkand,None,Snd,Uzbekistan,N
151,Air Senegal International,V7,Sng,Senegal,N
152,Air Sandy,None,Sny,Canada,N
153,Air Namibia,Sw,Nmb,Namibia,Y
154,Air Intersalonika,None,Nsk,Greece,N
155,Air Anatolia,None,Ntl,Turkey,N
156,Air Saigon,None,Sga,Vietnam,N
157,Afrique Regional Airways,None,Afw,Ivory Coast,N
158,Airfreight Express,None,Afx,United Kingdom,N
159,Africa Chartered Services,None,Afy,Nigeria,N
160,Africa Freight Services,None,Afz,Zambia,N
161,Aeronaves Del Centro,None,Aga,Venezuela,N
162,Air Service Gabon,G8,Agb,Gabon,N
163,Arab Agricultural Aviation Company,None,Agc,Egypt,N
164,Atlantic Gulf Airlines,None,Agf,United States,N
165,Aerolitoral,5D,Sli,Mexico,Y
166,Algoma Airways,None,Agg,Canada,N
167,Altagna,None,Agh,France,N
168,Angola Air Charter,None,Ago,Angola,N
169,Angola Air Charter,None,Ago,Angola,N
170,Aerfi Group,None,Agp,Ireland,N
171,Aerogala,None,Agq,Chile,N
172,Amadeus Global Travel Distribution,1A,Agt,Spain,N
173,Angara Airlines,None,Agu,Russia,N
174,Air Glaciers,7T,Agv,Switzerland,Y
175,Aero Gambia,None,Agw,Gambia,N
176,Aviogenex,None,Agx,Serbia,Y
177,Atlantic Coast Airlines,None,Blr,United States,N
178,Aero Barloz,None,Blz,Mexico,N
179,Aeroper,Pl,Pli,Peru,Y
180,Atlas Blue,8A,Bmm,Morocco,Y
181,Aero Banobras,None,Bnb,Mexico,N
182,Aero Flight Service,None,Agy,United States,N
183,Agrolet-Mci,None,Agz,Slovakia,N
184,Air Alpha Greenland,Gd,Aha,Denmark,N
185,Azal Avia Cargo,None,Ahc,Azerbaijan,N
186,Airport Helicopter Basel,None,Ahe,Airport Helicopter,N
187,Aeroservices Corporate,None,Cje,France,N
188,Aspen Helicopters,None,Ahf,United States,N
189,Aerochago Airlines,None,Ahg,Dominican Republic,N
190,Airplanes Holdings,None,Ahh,Ireland,N
191,Air Hong Kong,Ld,Ahk,Hong Kong,N
192,Aerochiapas,None,Ahp,Mexico,N
193,Air Adriatic,None,Ahr,Croatia,N
194,Air Viggi San Raffaele,None,Ahs,Italy,N
195,Abc Air Hungary,None,Ahu,Hungary,N
196,Aeromist-Kharkiv,Ht,Ahw,Ukraine,N
197,Azerbaijan Airlines,J2,Ahy,Azerbaijan,Y
198,Avies,U3,Aia,Estonia,Y
199,Airbus Industrie,Ap,Aib,France,N
200,Alpine Air Chile,None,Aih,Chile,N
201,Air Integra,None,Aii,Canada,N
202,Abc Aerolineas,None,Aij,Mexico,N
203,African Airlines International Limited,None,Aik,Kenya,N
204,African International Airways,None,Ain,Swaziland,N
205,Alpine Air Express,5A,Aip,United States,N
206,Alicante Internacional Airlines,None,Aiu,Spain,N
207,Aba Air,None,Abp,Czech Republic,N
208,Airblue,Ed,Abq,Pakistan,Y
209,Airmark Aviation,None,Thm,Thailand,N
210,Airlift International,None,Air,United States,Y
211,Airest,None,Ait,Estonia,N
212,Air Baffin,None,Bff,Canada,N
213,Air Bandama,None,Bdm,Ivory Coast,N
214,Air Berlin,Ab,Ber,Germany,Y
215,Air Brousse,None,Abt,Canada,N
216,Air Contractors,Ag,Abr,Ireland,N
217,Air Illinois,None,Ail,United States,N
218,Air India Limited,Ai,Aic,India,Y
219,Air Inter Gabon,None,Aig,Gabon,N
220,Air Bourbon,Zb,Bub,Reunion,Y
221,Air Atlanta Icelandic,Cc,Abd,Iceland,Y
222,Air Inuit,None,Aie,Canada,N
223,Air Sureste,None,Ais,Spain,N
224,Air Srpska,Rb,Sbk,Bosnia And Herzegovina,N
225,Air Tahiti Nui,Tn,Tht,France,Y
226,Airvias S/A Linhas Aereas,None,Aiv,Brazil,N
227,Aero Services Executive,W4,Bes,France,N
228,Atlantic Island Airways,None,Aiw,Canada,N
229,Aircruising Australia,None,Aix,Australia,N
230,Aircrew Check And Training Australia,None,Aiy,Australia,N
231,Arkia Israel Airlines,Iz,Aiz,Israel,Y
232,A J Services,None,Aja,United Kingdom,N
233,Aero Jbr,None,Ajb,Mexico,N
234,Aero Jet Express,None,Aje,Mexico,N
235,Avia Consult Flugbetriebs,None,Ajf,Austria,N
236,Ameristar Jet Charter,None,Aji,United States,N
237,A2 Jet Leasing,None,Ajj,United States,N
238,Allied Air,None,Ajk,Nigeria,N
239,Air Jamaica,Jm,Ajm,Jamaica,Y
240,Air One,Ap,Adh,Italy,Y
241,Air Sahara,S2,Rsh,India,Y
242,Air Malta,Km,Amc,Malta,Y
243,Aeroejecutivo,None,Ajo,Mexico,N
244,Aero Jets Corporativos,None,Ajp,Mexico,N
245,Aeroejecutivos Colombia,None,Ajs,Colombia,N
246,Amerijet International,M6,Ajt,United States,N
247,Air Jetsul,None,Aju,Portugal,N
248,Ana & Jp Express,None,Ajv,Japan,N
249,Alpha Jet International,None,Ajw,United States,N
250,Air Japan,Nq,Ajx,Japan,Y
251,Ajet,None,Ajy,Cyprus,N
252,Air Korea Co. Ltd.,None,Aka,Republic Of Korea,Y
253,Air Livonia,None,Liv,Estonia,N
254,Air Bc,None,Abl,Canada,N
255,Air Fret Senegal,None,Abn,Senegal,N
256,Air Jamahiriya Company,None,Lja,Libya,N
257,Aktjubavia,None,Akb,Kazakhstan,N
258,Arca Aerovias Colombianas Ltda.,None,Akc,Colombia,N
259,Anikay Air Company,None,Akf,Kyrgyzstan,N
260,Akhal,None,Akh,Turkmenistan,N
261,Aeromilenio,None,Mni,Mexico,N
262,Aklak Air,None,Akk,Canada,N
263,Air Kiribati,4A,Akl,Kiribati,Y
264,Alkan Air,None,Akn,Canada,N
265,Angkor Airways,None,Akw,Cambodia,N
266,Air Nippon Network Co. Ltd.,Eh,Akx,Japan,N
267,Ak Navigator Llc,None,Akz,Kazakhstan,N
268,Aero Albatros,None,Alb,Mexico,N
269,Albion Aviation,None,Ald,United Kingdom,N
270,Aeroalas Colombia,None,Ale,Colombia,N
271,Allied Command Europe (Mobile Force),None,Alf,Belgium,N
272,Aerotaxis Albatros,None,Bts,Mexico,N
273,American Flyers,None,Fys,United States,N
274,Aero Coach Aviation,None,Dfa,United States,N
275,Atlantic Southeast Airlines,None,Caa,United States,N
276,Acm Air Charter,None,Bvr,Germany,N
277,Air Logistics,None,Alg,United States,N
278,Aerovallarta,None,All,Mexico,N
279,Air Alm,None,Alm,Netherlands Antilles,N
280,Air Lincoln,None,Aln,United States,N
281,America West Airlines,Hp,Awe,United States,Y
282,Air Wisconsin,Zw,Awi,United States,Y
283,Aerotransporte De Carga Union,None,Tno,Mexico,N
284,Aero Taxis Cessna,None,Tnd,Mexico,N
285,Arizona Express Airlines,None,Tmp,United States,N
286,Tatarstan Airlines,U9,Tak,Russia,Y
287,Allegheny Commuter Airlines,None,Alo,United States,Y
288,Alpliner Ag,None,Alp,Switzerland,N
289,Altair Aviation (1986),None,Alq,Canada,N
290,Air Luxor Stp,None,Alu,Sao Tome And Principe,N
291,Alas De Venezuela,None,Alv,Venezuela,N
292,Alas Nacionales,None,Alw,Alnacional,N
293,Alyeska Air Service,None,Aly,United States,N
294,Alta Flights (Charters) Ltd.,None,Alz,Canada,N
295,Air Sunshine,None,Rsi,United States,Y
296,Atma,None,Ama,Kazakhstan,N
297,Aerolineas Medellin,None,Amd,Colombia,N
298,Ameriflight,None,Amf,United States,N
299,Air Libert,Vd,None,France,Y
300,Air Lithuania,Tt,Kla,Lithuania,N
301,Air Minas Linhas A,None,Amg,Brazil,N
302,Alan Mann Helicopters Ltd.,None,Amh,United Kingdom,N
303,Air Maldives,None,Ami,Maldives,N
304,Aviation Amos,None,Amj,Canada,N
305,Amerer Air,None,Amk,Austria,N
306,Air Malawi,Qm,Aml,Malawi,Y
307,Aeroputul International Marculesti,None,Amm,Moldova,N
308,Air Montenegro,None,Amn,Montenegro,N
309,Air Montreal (Air Holdings Inc.),None,Amo,Canada,N
310,Aero Transporte S.A. (Atsa),None,Amp,Peru,N
311,Aeromedicare Ltd.,None,Amq,United Kingdom,N
312,Air Sicilia,Bm,None,Italy,Y
313,Air Specialties Corporation,None,Amr,United States,N
314,Air Muskoka,None,Ams,Canada,N
315,Ata Airlines,None,Amt,United States,Y
316,Air Macau,Nx,Amu,Macao,Y
317,Amc Airlines,None,Amv,Egypt,Y
318,Air Midwest,Zv,Amw,United States,N
319,Air Seychelles,Hm,Sey,Seychelles,Y
320,Air Sofia,None,Sfb,Bulgaria,N
321,Aeroméxico,Am,Amx,Mexico,Y
322,Air Ambar,None,Amy,Dominican Republic,N
323,Amiya Airline,None,Amz,Nigeria,N
324,All Nippon Airways,Nh,Ana,Japan,Y
325,Air Navigation And Trading Co. Ltd.,None,Anb,United Kingdom,N
326,Anglo Cargo,None,Anc,United Kingdom,N
327,Air Nostrum,Yw,Ane,Spain,Y
328,Air Niugini,Px,Ang,Papua New Guinea,Y
329,Air Arabia,G9,Aby,United Arab Emirates,Y
330,Air Canada,Ac,Aca,Canada,Y
331,Airport Bratsk,None,Brp,Russia,N
332,Air Wings,None,Bsb,Moldova,N
333,Air Baltic,Bt,Bti,Latvia,Y
334,Alajnihah For Air Transport,None,Anh,Libya,N
335,Air Atlantic (Nig) Limited,None,Ani,Nigeria,N
336,Air Nippon,El,Ank,Japan,Y
337,Antares Airtransport,None,Anm,Antares,N
338,Airnorth,Tl,Ano,Australia,Y
339,Aerol,None,Anq,Colombia,N
340,Andes Lineas Aereas,None,Ans,Argentina,N
341,Air North Charter - Canada,4N,Ant,Canada,Y
342,Air Nevada,None,Anv,United States,N
343,Aom French Airlines,Iw,Aom,France,N
344,Aviacion Del Noroeste,None,Anw,Avinor,N
345,Air New Zealand,Nz,Anz,New Zealand,Y
346,Avia Jaynar,None,Sap,Kazakhstan,N
347,Aero Servicios Empresariales,None,Ems,Mexico,N
348,Alcon Servicios Aereos,None,Aoa,Alcon,N
349,Avcom,J6,Aoc,Russia,N
350,Aero Vodochody,None,Aod,Czech Republic,N
351,Air One Executive,None,Aoe,Italy,N
352,Atair Pty Ltd.,None,Aof,South Africa,N
353,Aero Vip,2D,Aog,Argentina,N
354,Aeromundo Ejecutivo,None,Mun,Mexico,N
355,Aerolinea Muri,None,Mur,Mexico,N
356,Astoria,None,Aoi,Astoria,N
357,Aero Rent Jsc,None,Nro,Russia,N
358,Aeronord-Grup,None,Nrp,Moldova,N
359,Aeroatlantico Colombia,None,Aok,Colombia,N
360,Angkor Airlines,None,Aol,Cambodia,N
361,Aero Entreprise,None,Aon,France,N
362,As,None,Aoo,Company As,N
363,Aeropiloto,None,Aop,Portugal,N
364,Aeroenlaces Nacionales,None,Viv,Mexico,N
365,Aerovis Airlines,None,Viz,Ukraine,N
366,Avjet International (Fze),None,Vje,United Arab Emirates,N
367,Aerovista Gulf Express,None,Vgf,United Arab Emirates,N
368,Air Vegas,6V,Vga,United States,N
369,Almaver,None,Ver,Mexico,N
370,Afro International Ent. Limited,None,Aor,Nigeria,N
371,Alitalia Express,Xm,Smx,Italy,Y
372,Asia Overnight Express,Oe,Aot,Philippines,N
373,Air Tractor,None,Aou,Croatia,N
374,Aero Vision,None,Aov,France,N
375,Aerotaxi Del Valle,None,Aox,Colombia,N
376,Air Park Aviation Ltd.,None,Apa,Canada,N
377,Airpac Airlines,None,Apc,Airpac,N
378,Aeroservicios Monterrey,None,Svm,Mexico,N
379,Amapola Flyg Ab,None,Apf,Sweden,N
380,Air People International,None,Apg,Thailand,N
381,Alpha Aviation,None,Aph,Airflight,N
382,Asa Pesada,None,Api,Asa Pesada,N
383,Air Print,None,Apj,Air Print,N
384,Atlantic Airlines,None,Bjk,United States,N
385,Aerotransporte Petrolero,None,Pet,Colombia,N
386,Aero Flight,Gv,Arf,Germany,Y
387,Acm Aviation,None,Bjt,United States,N
388,Aircompany Barcol,None,Bkl,Russia,N
389,All Charter Limited,None,Bla,United Kingdom,N
390,Appalachian Flying Service,None,Apl,Appalachian,N
391,Airpac,None,Apm,Alaska Pacific,N
392,Aeropro,None,Apo,Canada,N
393,Aerolineas Pacifico Atlantico,None,App,Aeroperlas,N
394,Aspen Aviation,None,Apq,United States,N
395,Aeropuma,None,Apu,Aeropuma,N
396,Air Plan International,None,Apv,Democratic Republic Of The Congo,N
397,Arrow Air,Jw,Apw,United States,Y
398,Apex Air Cargo,None,Apx,United States,N
399,Apa Internacional,None,Apy,Dominican Republic,N
400,Aeroatlas,None,Aqa,Atco,N
401,Aquila Air Ltd.,None,Aql,Canada,N
402,Air Queensland,None,Aqn,Australia,N
403,Aluminum Company Of America,None,Aqo,United States,N
404,Aviones De Renta De Quintana Roo,None,Aqt,Avioquintana,N
405,Airquarius Aviation,None,Aqu,South Africa,N
406,Aerodyne Charter Company,None,Aqz,United States,N
407,Arik Air,W3,Ara,Nigeria,N
408,Avia Air N.V.,None,Arb,Aruba,N
409,Air Routing International Corp.,None,Arc,United States,N
410,Aerocondor,2B,Ard,Portugal,Y
411,Aires,4C,Are,S.A.,Y
412,Aerolineas Argentinas,Ar,Arg,Argentina,Y
413,Arrowhead Airways,None,Arh,United States,N
414,Aero Vics,None,Ari,Mexico,N
415,Aerojet De Costa Rica,None,Arj,None,N
416,Antillana De Navegacion Aerea,None,Sun,Dominican Republic,N
417,Aeroservicios De San Luis,None,Suo,Mexico,N
418,Aerosuper,None,Sup,Mexico,N
419,Aero Link Air Services S.L.,None,Ark,Spain,N
420,Airlec - Air Aquitaine Transport,None,Arl,France,N
421,Aeromarket Express,None,Arm,Spain,N
422,Arrow Aviation Ltd.,None,Aro,Canada,N
423,Rpa-Aviataxi Ltd.,None,Arp,Russia,N
424,Air Klaipeda,None,Kld,Lithuania,N
425,Armstrong Air,None,Arq,Armstrong,N
426,Air Armenia,Qn,Arr,Armenia,N
427,Aeromet Servicios,None,Ars,Chile,N
428,Aerotal Aerolineas Territoriales De Colombia Ltda,None,Art,Colombia,N
429,Aravco Ltd.,None,Arv,United Kingdom,N
430,Aria,None,Arw,France,N
431,Air Xpress,None,Arx,Airex,N
432,Airline Alania,None,Ost,Russia,N
433,Air Tchad,None,Htt,Chad,N
434,Aerloineas De Techuacan,None,Huc,Mexico,N
435,Aerotransportes Huitzilin,None,Hut,Mexico,N
436,Aero Transportes Del Humaya,None,Huy,Mexico,N
437,Argosy Airways,None,Ary,United States,N
438,Air Resorts,None,Arz,United States,N
439,Alaska Airlines,As,Asa,Alaska,Y
440,Air-Spray 1967 Ltd.,None,Asb,Canada,N
441,Air Star Corporation,None,Asc,Canada,N
442,Air Sinai,4D,Asd,Egypt,Y
443,Airstars,Pl,Ase,Russia,N
444,Air Schefferville,None,Asf,Scheff,N
445,African Star Airways (Pty) Ltd.,None,Asg,South Africa,N
446,Aerosun International,None,Asi,Aerosun,N
447,Air Satellite,None,Asj,Canada,N
448,Awesome Flight Services (Pty) Ltd.,None,Asm,South Africa,N
449,Air And Sea Transport,None,Asn,Russia,N
450,Aero Slovakia,None,Aso,Slovakia,N
451,Airsprint,None,Asp,Canada,N
452,Atlantic Southeast Airlines,Ev,Asq,United States,Y
453,All Star Airlines,None,Asr,All Star,N
454,Air Class,None,Ass,Air Class,N
455,Aerlineas Del Oeste,None,Ast,Mexico,N
456,Aviones Are,None,Nre,Mexico,N
457,Air Nepal International,None,Npl,Nepal,N
458,Air Napier,None,Npr,New Zealand,N
459,Air Taxi & Cargo,None,Wam,Sudan,N
460,Arrow Panama,None,Wap,Panama,N
461,Astravia-Bissau Air Transports Ltd.,None,Asv,Guinea-Bissau,N
462,Astrakhan Airlines,Ob,Asz,Russia,Y
463,Air Transport Association,None,Ata,United States,N
464,Atlantair Ltd.,None,Atb,Canada,N
465,Air Tanzania,Tc,Atc,Tanzania,Y
466,Aerotours Dominicana,None,Atd,Dominican Republic,N
467,Atlantis Transportation Services,None,Ate,Atlantis Canada,N
468,Aerotrans Airline,None,Atg,Kazakhstan,N
469,Air Charter World,None,Xac,United States,N
470,Air Burkina,2J,Vbw,Burkina Faso,Y
471,Air Travel Corp.,None,Ath,United States,N
472,Aero-Tropics Air Services,Hc,Ati,Australia,N
473,Air Traffic Gmbh,None,Atj,Germany,N
474,Aerotaca,None,Atk,Colombia,N
475,Aerocentral,None,Atl,Mexico,N
476,Airlines Of Tasmania,Fo,Atm,Australia,Y
477,Air Saint Pierre,Pj,Spm,France,Y
478,Air Transport International,8C,Atn,United States,N
479,Astral Colombia - Aerotransportes Especiales Ltda.,None,Atp,Colombia,N
480,Air Transport Schiphol,None,Atq,Netherlands,N
481,Aeroferinco,None,Feo,Mexico,N
482,Aero Taxis Y Servicios Alfe,None,Fes,Mexico,N
483,Avialesookhrana,None,Ffa,Russia,N
484,Africair Service,None,Ffb,Senegal,N
485,Atlas Airlines,None,Atr,United States,N
486,Air Transport Service,None,Ats,Democratic Republic Of The Congo,N
487,Aer Turas,None,Att,Ireland,N
488,Atlant Aerobatics Ltd.,None,Atu,Hungary,N
489,Avanti Air,None,Atv,Germany,N
490,Aero Trades (Western) Ltd.,None,Atw,Canada,N
491,Austrian Airlines,Os,Aua,Austria,Y
492,Air Southwest,None,Wow,United Kingdom,Y
493,Augsburg Airways,Iq,Aub,Germany,Y
494,Air Corporate,None,Cpv,Italy,N
495,Aviastar-Tu,None,Tup,Russia,N
496,Airbridge Cargo,Ru,Abw,Russia,N
497,Atur,None,Tur,Ecuador,Y
498,Atesa Aerotaxis Ecuatorianos,None,Txu,Ecuador,N
499,Austin Express,None,Txx,United States,N
500,Audi Air,None,Aud,Audi Air,N
501,Augusta Air Luftfahrtunternehmen,None,Auf,Germany,N
502,Abu Dhabi Amiri Flight,Mo,Auh,United Arab Emirates,Y
503,Aeroflot-Nord,5N,Aul,Russia,Y
504,Air Atlantic Uruguay,None,Aum,Uruguay,N
505,Aviones Unidos,None,Aun,Mexico,N
506,Avia Business Group,None,Aup,Russia,N
507,Aero Servicios Expecializados,None,Sve,Mexico,N
508,Aurigny Air Services,Gr,Aur,United Kingdom,Y
509,Aus-Air,No,Aus,Australia,N
510,Austral Lineas Aereas,Au,Aut,Argentina,Y
511,Aurora Aviation,None,Auu,Aurora Air,N
512,Air Uganda International Ltd.,None,Aux,Uganda,N
513,Aerolineas Uruguayas,None,Auy,Ausa,N
514,Australian Airlines,Ao,Auz,Australia,N
515,Avianca - Aerovias Nacionales De Colombia,Av,Ava,Avianca,Y
516,Aviation Beaufort,None,Avb,United Kingdom,N
517,Alamo Aviacion,None,Avd,Alamo,N
518,Aviair Aviation Ltd.,None,Avf,Canada,N
519,Air Falcon,None,Avg,Djibouti,N
520,Av8 Helicopters,None,Avh,United Kingdom,N
521,Avia Traffic Company,None,Avj,Kyrgyzstan,N
522,Av8 Helicopters,None,Avk,South Africa,N
523,Aviacion Ejecutiva Mexicana,None,Avm,Avemex,N
524,Air Vanuatu,Nf,Avn,Vanuatu,Y
525,Aviation At Work,None,Avo,South Africa,N
526,Avcorp Registrations,None,Avp,United Kingdom,N
527,Alfa Aerospace,None,Lfp,Australia,N
528,Atlantic Airfreight Aviation,None,Lfr,Sao Tome And Principe,N
529,Aerolift Company,None,Lft,Sierra Leone,N
530,Aviation Services,None,Avq,Aquiline,N
531,Active Aero Charter,None,Avr,Active Aero,N
532,Avialsa T-35,None,Avs,Spain,N
533,Asia Avia Airlines,None,Avt,Indonesia,N
534,Avia Sud A,None,Avu,France,N
535,Airvantage Incorporated,None,Avv,United States,N
536,Aviator Airways,None,Avw,Greece,N
537,Aviapaslauga,None,Avx,Lithuania,N
538,Asl,None,Xxx,Belgium,N
539,Air Yugoslavia,None,Yrg,Serbia,N
540,Airlink Zambia,K8,Zak,Zambia,N
541,Agence Nationale Des Aerodromes Et De La Meteorologie,None,Zzm,Ivory Coast,N
542,Airbus Transport International,None,Bga,France,N
543,Air Bangladesh,B9,Bgd,Bangladesh,Y
544,Aviodetachment-28,None,Bgf,Bulgaria,N
545,Aero Bg,None,Bgg,Mexico,N
546,Aerotaxis De La Bahia,None,Bhc,Mexico,N
547,Air Mediterranee,Dr,Bie,France,Y
548,Aviaservice,None,Biv,Georgia,N
549,Aerolineas De El Salvador,None,Sza,El Salvador,N
550,Swaziland Airlink,None,Szl,Swaziland,N
551,Air Moorea,None,Tah,France,Y
552,Aerovaradero,None,Avy,Aerovaradero,N
553,Air Valencia,None,Avz,Spain,N
554,Airways International,None,Awb,Airnat,N
555,Airwork,None,Awk,New Zealand,N
556,Australian Wetleasing,None,Awl,Australia,N
557,Air Niamey,None,Awn,Niger,N
