airline,source airport,destination airport,codeshare,stops,equipment
2B,Asf,Kzn,None,0,Cr2
2B,Asf,Mrv,None,0,Cr2
2B,Cek,Kzn,None,0,Cr2
2B,Cek,Ovb,None,0,Cr2
2B,Dme,Kzn,None,0,Cr2
2B,Dme,Nbc,None,0,Cr2
2B,Dme,Tgk,None,0,Cr2
2B,Dme,Uua,None,0,Cr2
2B,Ego,Kgd,None,0,Cr2
2B,Ego,Kzn,None,0,Cr2
2B,Gyd,Nbc,None,0,Cr2
2B,Kgd,Ego,None,0,Cr2
2B,Kzn,Aer,None,0,Cr2
2B,Kzn,Asf,None,0,Cr2
2B,Kzn,Cek,None,0,Cr2
2B,Kzn,Dme,None,0,Cr2
2B,Kzn,Ego,None,0,Cr2
2B,Kzn,Led,None,0,Cr2
2B,Kzn,Svx,None,0,Cr2
2B,Led,Kzn,None,0,Cr2
2B,Led,Nbc,None,0,Cr2
2B,Led,Uua,None,0,Cr2
2B,Mrv,Asf,None,0,Cr2
2B,Nbc,Dme,None,0,Cr2
2B,Nbc,Gyd,None,0,Cr2
2B,Nbc,Led,None,0,Cr2
2B,Nbc,Svx,None,0,Cr2
2B,Njc,Svx,None,0,Cr2
2B,Njc,Uua,None,0,Cr2
2B,Nux,Svx,None,0,Cr2
2B,Ovb,Cek,None,0,Cr2
2B,Ovb,Svx,None,0,Cr2
2B,Svx,Kzn,None,0,Cr2
2B,Svx,Nbc,None,0,Cr2
2B,Svx,Njc,None,0,Cr2
2B,Svx,Nux,None,0,Cr2
2B,Svx,Ovb,None,0,Cr2
2B,Tgk,Dme,None,0,Cr2
2B,Uua,Dme,None,0,Cr2
2B,Uua,Led,None,0,Cr2
2B,Uua,Njc,None,0,Cr2
2G,Btk,Ikt,None,0,A81
2G,Btk,Ovb,None,0,A81
2G,Cek,Ovb,None,0,A81
2G,Hta,Ikt,None,0,An4
2G,Ikt,Btk,None,0,A81
2G,Ikt,Hta,None,0,An4
2G,Ikt,Kck,None,0,An4
2G,Ikt,Odo,None,0,An4
2G,Ikt,Ovb,None,0,A81
2G,Ikt,Ukx,None,0,An4
2G,Ikt,Ulk,None,0,An4
2G,Ikt,Yks,None,0,A81
2G,Kck,Ikt,None,0,An4
2G,Mjz,Ovb,None,0,A81
2G,Odo,Ikt,None,0,An4
2G,Ovb,Btk,None,0,A81
2G,Ovb,Cek,None,0,A81
2G,Ovb,Ikt,None,0,A81
2G,Ukx,Ikt,None,0,An4
2G,Ulk,Ikt,None,0,An4
2G,Yks,Ikt,None,0,A81
2I,Ayp,Lim,None,0,142
2I,Cuz,Lim,None,0,142 141
2I,Cuz,Pem,None,0,142
2I,Huu,Lim,None,0,141
2I,Iqt,Pcl,None,0,143
2I,Iqt,Tpp,None,0,142
2I,Lim,Ayp,None,0,142
2I,Lim,Cuz,None,0,142 141
2I,Lim,Huu,None,0,141
2I,Lim,Pcl,None,0,143 146
2I,Lim,Tpp,None,0,142 146
2I,Pcl,Iqt,None,0,143
2I,Pcl,Lim,None,0,143 146
2I,Pcl,Tpp,None,0,146
2I,Pem,Cuz,None,0,142
2I,Tpp,Iqt,None,0,142
2I,Tpp,Lim,None,0,142 146
2I,Tpp,Pcl,None,0,146
2J,Abj,Boy,None,0,Crj
2J,Abj,Oua,None,0,E70 Crj M87
2J,Acc,Oua,None,0,Crj
2J,Bko,Abj,None,0,M87
2J,Bko,Dkr,None,0,M87
2J,Bko,Oua,None,0,Crj
2J,Boy,Abj,None,0,Crj
2J,Boy,Oua,None,0,Crj
2J,Coo,Lfw,None,0,M87
2J,Coo,Oua,None,0,M87
2J,Dkr,Bko,None,0,M87
2J,Dkr,Oua,None,0,M87
2J,Lfw,Oua,None,0,M87 Crj
2J,Nim,Oua,None,0,Crj
2J,Oua,Abj,None,0,E70 Crj M87
2J,Oua,Acc,None,0,Crj
2J,Oua,Bko,None,0,M87 Crj
2J,Oua,Boy,None,0,Crj
2J,Oua,Coo,None,0,M87
2J,Oua,Dkr,None,0,M87
2J,Oua,Lfw,None,0,Crj
2J,Oua,Nim,None,0,Crj
2K,Bog,Gye,None,0,319
2K,Bog,Uio,None,0,319 320
2K,Clo,Gye,None,0,319
2K,Gye,Bog,None,0,319
2K,Gye,Clo,None,0,319
2K,Gye,Scy,None,0,319 320
2K,Gye,Uio,None,0,320 319
2K,Occ,Uio,None,0,319
2K,Scy,Gye,None,0,319 320
2K,Uio,Bog,None,0,319 320
2K,Uio,Gye,None,0,319
2K,Uio,Occ,None,0,319
2L,Bds,Zrh,None,0,100
2L,Bod,Zrh,None,0,100
2L,Brs,Zrh,None,0,100
2L,Gva,Lpa,None,0,319
2L,Lca,Zrh,None,0,319
2L,Lpa,Zrh,None,0,319
2L,Rmf,Zrh,None,0,319
2L,Tfs,Gva,None,0,319
2L,Zrh,Bds,None,0,100
2L,Zrh,Bod,None,0,100
2L,Zrh,Brs,None,0,100
2L,Zrh,Lca,None,0,319
2L,Zrh,Lpa,None,0,319
2L,Zrh,Rmf,None,0,319
2N,Ajr,Lyc,None,0,Atp
2N,Arn,Gev,None,0,Atp
2N,Arn,Had,None,0,Sf3
2N,Arn,Jkg,None,0,Atp Sf3
2N,Arn,Krf,None,0,Atp
2N,Arn,Ksd,None,0,Sf3
2N,Arn,Lyc,None,0,Atp
2N,Arn,Mhq,None,0,Sf3
2N,Arn,Oer,None,0,Atr
2N,Arn,Por,None,0,Sf3
2N,Arn,Trf,None,0,Sf3
2N,Arn,Vby,None,0,Sf3 Atp
2N,Arn,Vhm,None,0,Sf3
2N,Arn,Vxo,None,0,Sf3
2N,Gev,Arn,None,0,Atp
2N,Gev,Krf,None,0,Atp
2N,Had,Arn,None,0,Sf3 Atp
2N,Had,Jkg,None,0,Atp Sf3
2N,Had,Vxo,None,0,Sf3
2N,Hmv,Vhm,None,0,Sf3
2N,Jkg,Arn,None,0,Atp Sf3
2N,Jkg,Had,None,0,Atp Sf3
2N,Kok,Por,None,0,Sf3
2N,Krf,Arn,None,0,Atp
2N,Krf,Gev,None,0,Atp
2N,Ksd,Arn,None,0,Sf3
2N,Lyc,Ajr,None,0,Atp
2N,Lyc,Arn,None,0,Atp
2N,Mhq,Arn,None,0,Sf3
2N,Mhq,Tku,None,0,Sf3
2N,Oer,Arn,None,0,Atr
2N,Osl,Vxo,None,0,Sf3
2N,Por,Arn,None,0,Sf3
2N,Por,Kok,None,0,Sf3
2N,Tku,Mhq,None,0,Sf3
2N,Trf,Arn,None,0,Sf3
2N,Vby,Arn,None,0,Sf3 Atp
2N,Vhm,Arn,None,0,Sf3
2N,Vhm,Hmv,None,0,Sf3
2N,Vxo,Arn,None,0,Sf3
2N,Vxo,Osl,None,0,Sf3
2O,Adq,Aos,None,0,Bni
2O,Adq,Kkb,None,0,Bni
2O,Adq,Kln,None,0,Bni
2O,Adq,Koz,None,0,Bni
2O,Adq,Olh,None,0,Bni
2O,Aos,Kzb,None,0,Bni
2O,Kkb,Syb,None,0,Bni
2O,Kln,Kyk,None,0,Bni
2O,Koz,Ori,None,0,Bni
2O,Syb,Kpr,None,0,Bni
2P,Bso,Mnl,None,0,Dh4
2P,Bxu,Mnl,None,0,320
2P,Cbo,Mnl,None,0,320
2P,Cgy,Mnl,None,0,320
2P,Crm,Mnl,None,0,Dh4
2P,Dgt,Mnl,None,0,320
2P,Dwc,Mnl,None,0,330
2P,Ges,Mnl,Y,0,320
2P,Klo,Mnl,None,0,320
2P,Lgp,Mnl,None,0,320
2P,Mnl,Bso,None,0,Dh4
2P,Mnl,Bxu,None,0,320
2P,Mnl,Cbo,None,0,320
2P,Mnl,Cgy,None,0,320
2P,Mnl,Crm,None,0,Dh4
2P,Mnl,Dgt,None,0,320
2P,Mnl,Dwc,None,0,330
2P,Mnl,Ges,Y,0,320
2P,Mnl,Klo,None,0,320
2P,Mnl,Lgp,None,0,320
2P,Mnl,Mph,None,0,Dh3
2P,Mnl,Ozc,None,0,320
2P,Mnl,Pps,None,0,320
2P,Mnl,Rxs,None,0,320
2P,Mnl,Sug,None,0,Dh4
2P,Mnl,Tug,None,0,Dh4
2P,Mnl,Zam,None,0,320
2P,Mph,Mnl,None,0,Dh3
2P,Ozc,Mnl,None,0,320
2P,Pps,Mnl,None,0,320
2P,Rxs,Mnl,None,0,320
2P,Sug,Mnl,None,0,Dh4
2P,Tug,Mnl,None,0,Dh4
2P,Zam,Mnl,None,0,320
2Z,Aux,Pmw,None,0,At7
2Z,Bra,Bsb,None,0,At7
2Z,Bra,Ssa,None,0,At7
2Z,Bsb,Bra,None,0,At7
2Z,Bsb,Ops,None,0,At7
2Z,Bsb,Rao,None,0,At7
2Z,Cac,Gru,None,0,At7
2Z,Cgb,Gyn,None,0,At7
2Z,Cgb,Ops,None,0,At7
2Z,Cgr,Dou,None,0,At7
2Z,Dou,Cgr,None,0,At7
2Z,Dou,Gru,None,0,At7
2Z,Gig,Rao,None,0,At7
2Z,Gru,Cac,None,0,At7
2Z,Gru,Dou,None,0,At7
2Z,Gru,Rao,None,0,At7
2Z,Gru,Uba,None,0,At7
2Z,Gru,Udi,None,0,At7
2Z,Gru,Vdc,None,0,At7
2Z,Gyn,Cgb,None,0,At7
2Z,Gyn,Pmw,None,0,At7
2Z,Gyn,Rao,None,0,At7
2Z,Gyn,Udi,None,0,At7
2Z,Ops,Bsb,None,0,At7
2Z,Ops,Cgb,None,0,At7
2Z,Plu,Rao,None,0,At7
2Z,Pmw,Aux,None,0,At7
2Z,Pmw,Gyn,None,0,At7
2Z,Rao,Bsb,None,0,At7
2Z,Rao,Gig,None,0,At7
2Z,Rao,Gru,None,0,At7
2Z,Rao,Gyn,None,0,At7
2Z,Rao,Plu,None,0,At7
2Z,Rao,Sjp,None,0,At7
2Z,Rao,Udi,None,0,At7
2Z,Sjp,Rao,None,0,At7
2Z,Ssa,Bra,None,0,At7
2Z,Ssa,Vdc,None,0,At7
2Z,Uba,Gru,None,0,At7
2Z,Uba,Udi,None,0,At7
2Z,Udi,Gru,None,0,At7
2Z,Udi,Gyn,None,0,At7
2Z,Udi,Rao,None,0,At7
2Z,Udi,Uba,None,0,At7
2Z,Vdc,Gru,None,0,At7
2Z,Vdc,Ssa,None,0,At7
3E,Brl,Ord,None,0,Cnc
3E,Brl,Stl,None,0,Cnc
3E,Dec,Ord,None,0,Cnc
3E,Dec,Stl,None,0,Cnc
3E,Jbr,Stl,None,0,Cnc
3E,Ord,Brl,None,0,Cnc
3E,Ord,Dec,None,0,Cnc
3E,Stl,Brl,None,0,Cnc
3E,Stl,Dec,None,0,Cnc
3E,Stl,Jbr,None,0,Cnc
3F,Cga,Hyl,None,0,Dhp
3F,Cga,Ktn,None,0,Dhp
3F,Hyl,Cga,None,0,Dhp
3F,Hyl,Ktb,None,0,Dhp
3F,Hyl,Ktn,None,0,Dhp
3F,Ktb,Hyl,None,0,Dhp
3F,Ktb,Ktn,None,0,Dhp
3F,Ktn,Cga,None,0,Dhp
3F,Ktn,Hyl,None,0,Dhp
3F,Ktn,Ktb,None,0,Dhp
3F,Ktn,Mtm,None,0,Dhp
3F,Mtm,Ktn,None,0,Dhp
3G,Acc,Dkr,None,0,319
3G,Acc,Los,None,0,319
3G,Acc,Rob,None,0,319
3G,Bcn,Bjl,None,0,319
3G,Bjl,Bcn,None,0,319
3G,Bjl,Dkr,None,0,319
3G,Bjl,Fna,None,0,319
3G,Cky,Oxb,None,0,319
3G,Dkr,Acc,None,0,319
3G,Dkr,Bjl,None,0,319
3G,Dkr,Dla,None,0,319
3G,Dkr,Fna,None,0,319
3G,Dkr,Los,None,0,319
3G,Dkr,Oxb,None,0,319
3G,Dla,Dkr,None,0,319
3G,Dla,Los,None,0,319
3G,Fna,Bjl,None,0,319
3G,Fna,Dkr,None,0,319
3G,Fna,Lgw,None,0,319
3G,Fna,Rob,None,0,319
3G,Lgw,Fna,None,0,319
3G,Los,Acc,None,0,319
3G,Los,Dkr,None,0,319
3G,Los,Dla,None,0,319
3G,Los,Rob,None,0,319
3G,Oxb,Cky,None,0,319
3G,Oxb,Dkr,None,0,319
3G,Rob,Acc,None,0,319
3G,Rob,Fna,None,0,319
3G,Rob,Los,None,0,319
3H,Akv,Yik,None,0,Dh8
3H,Akv,Ypx,None,0,Dh8
3H,Xgr,Yvp,None,0,Dht Bet
3H,Ygl,Ygw,None,0,Dht
3H,Ygl,Ypx,None,0,73M
3H,Ygl,Yul,None,0,73M
3H,Ygw,Ygl,None,0,Dht
3H,Ygw,Yph,None,0,Bet
3H,Ygw,Ysk,None,0,Dh8
3H,Ygw,Yud,None,0,Dh8
3H,Ygw,Yul,None,0,Dh8
3H,Ygw,Yuy,None,0,Dh8
3H,Yik,Akv,None,0,Dh8
3H,Yik,Yzg,None,0,Dh8
3H,Ykg,Ypj,None,0,Dht Dh8
3H,Ykg,Yqc,None,0,Dh8
3H,Ykg,Yvp,None,0,Dh8 Dht
3H,Ykl,Yqb,None,0,Dh8
3H,Ykl,Yvp,None,0,Dh8 Bet
3H,Ykl,Ywk,None,0,Bet
3H,Ykl,Yzv,None,0,Bet Dh8
3H,Yph,Ypx,None,0,Dh8 Bet
3H,Yph,Yud,None,0,Dh8
3H,Yph,Yvp,None,0,Bet
3H,Ypj,Ykg,None,0,Dht Dh8
3H,Ypj,Ytq,None,0,Dht Dh8
3H,Ypj,Yvp,None,0,Dht
3H,Ypx,Akv,None,0,Dh8
3H,Ypx,Ygl,None,0,73M
3H,Ypx,Yph,None,0,Dh8
3H,Ypx,Yvp,None,0,Bet
3H,Yqb,Ykl,None,0,Dh8
3H,Yqb,Yul,None,0,Dh8
3H,Yqc,Ykg,None,0,Dh8
3H,Yqc,Ywb,None,0,Dh8
3H,Ysk,Ygw,None,0,Dh8
3H,Ysk,Yud,None,0,Dh8
3H,Ytq,Ypj,None,0,Dht Dh8
3H,Ytq,Yvp,None,0,Dht Dh8
3H,Yud,Ygw,None,0,Dh8
3H,Yud,Yph,None,0,Dh8
3H,Yud,Ysk,None,0,Dh8
3H,Yul,Ygl,None,0,73M
3H,Yul,Ygw,None,0,Dh8
3H,Yul,Yqb,None,0,Dh8
3H,Yul,Yuy,None,0,Dh8
3H,Yuy,Ygw,None,0,Dh8
3H,Yuy,Yul,None,0,Dh8
3H,Yvp,Xgr,None,0,Dht Bet
3H,Yvp,Ygw,None,0,Bet
3H,Yvp,Ykg,None,0,Dh8
3H,Yvp,Ykl,None,0,Dh8 Bet
3H,Yvp,Yph,None,0,Bet
3H,Yvp,Ypj,None,0,Dht
3H,Yvp,Ypx,None,0,Bet
3H,Yvp,Ytq,None,0,Dht Dh8
3H,Ywb,Yqc,None,0,Dh8
3H,Ywb,Yzg,None,0,Dh8
3H,Ywk,Ykl,None,0,Bet
3H,Ywk,Yzv,None,0,Bet
3H,Yzg,Yik,None,0,Dh8
3H,Yzg,Ywb,None,0,Dh8
3H,Yzv,Ykl,None,0,Bet Dh8
3H,Yzv,Ywk,None,0,Bet
3J,Jib,Dxb,None,0,737
3J,Jib,Jed,None,0,737
3J,Jib,Mgq,None,0,737
3J,Mgq,Nbo,None,0,737
3J,Nbo,Mgq,None,0,737
3K,Bkk,Sin,None,0,320
3K,Drw,Sin,None,0,320
3K,Hak,Sin,None,0,320
3K,Hgh,Sin,None,0,320
3K,Hkg,Sin,None,0,320
3K,Hkt,Sin,None,0,320
3K,Kix,Mnl,None,0,320
3K,Kix,Tpe,None,0,320
3K,Kul,Sin,None,0,320
3K,Mnl,Kix,None,0,320
3K,Mnl,Sin,None,0,320
3K,Pen,Sin,None,0,320
3K,Per,Sin,None,0,320
3K,Pnh,Sin,None,0,320
3K,Rep,Sin,None,0,320
3K,Rgn,Sin,None,0,320
3K,Sgn,Sin,None,0,320
3K,Sin,Bkk,None,0,320
3K,Sin,Drw,None,0,320
3K,Sin,Hak,None,0,320
3K,Sin,Hgh,None,0,320
3K,Sin,Hkg,None,0,320
3K,Sin,Hkt,None,0,320
3K,Sin,Kul,None,0,320
3K,Sin,Mnl,None,0,320
3K,Sin,Pen,None,0,320
3K,Sin,Per,None,0,320
3K,Sin,Pnh,None,0,320
3K,Sin,Rep,None,0,320
3K,Sin,Rgn,None,0,320
3K,Sin,Sgn,None,0,320
3K,Sin,Swa,None,0,320
3K,Sin,Tpe,None,0,320
3K,Swa,Sin,None,0,320
3K,Tpe,Kix,None,0,320
3K,Tpe,Sin,None,0,320
3L,Ach,Eba,None,0,Dh3
3L,Drs,Zrh,None,0,Dh3
3L,Dus,Fdh,None,0,Dh3
3L,Eba,Ach,None,0,Dh3
3L,Eba,Fdh,None,0,Dh3
3L,Eba,Muc,None,0,Dh3
3L,Eba,Zrh,None,0,Dh3
3L,Fdh,Dus,None,0,Dh3
3L,Fdh,Eba,None,0,Dh3
3L,Fdh,Ham,None,0,At7
3L,Fdh,Olb,None,0,At7
3L,Fdh,Txl,None,0,At7
3L,Fdh,Zad,None,0,At7
3L,Fmm,Nap,None,0,At7
3L,Grz,Zrh,None,0,Dh3
3L,Ham,Fdh,None,0,At7
3L,Muc,Eba,None,0,Dh3
3L,Nap,Fmm,None,0,At7
3L,Olb,Fdh,None,0,At7
3L,Szg,Zrh,None,0,Dh3
3L,Txl,Fdh,None,0,At7
3L,Zad,Fdh,None,0,At7
3L,Zrh,Drs,None,0,Dh3
3L,Zrh,Eba,None,0,Dh3
3L,Zrh,Grz,None,0,Dh3
3L,Zrh,Szg,None,0,Dh3
3M,Atl,Lwb,None,0,Sf3
3M,Atl,Mcn,None,0,Sf3
3M,Atl,Mei,None,0,Sf3
3M,Atl,Msl,None,0,Sf3
3M,Atl,Pib,None,0,Sf3
3M,Atl,Tup,None,0,Sf3
3M,Bim,Fll,None,0,Sf3
3M,Elh,Fll,None,0,Sf3
3M,Elh,Pbi,None,0,Sf3
3M,Eyw,Fll,None,0,Sf3
3M,Eyw,Rsw,None,0,Sf3
3M,Eyw,Tpa,None,0,Sf3
3M,Fll,Bim,None,0,Sf3
3M,Fll,Elh,None,0,Sf3
3M,Fll,Eyw,None,0,Sf3
3M,Fll,Fpo,None,0,Sf3
3M,Fll,Ggt,None,0,Sf3
3M,Fll,Ghb,None,0,Sf3
3M,Fll,Mco,None,0,Sf3
3M,Fll,Mhh,None,0,Sf3
3M,Fll,Tcb,None,0,Sf3
3M,Fll,Tpa,None,0,Sf3
3M,Fpo,Fll,None,0,Sf3
3M,Ggt,Fll,None,0,Sf3
3M,Ggt,Ghb,None,0,Sf3
3M,Ghb,Fll,None,0,Sf3
3M,Glh,Tup,None,0,Sf3
3M,Gnv,Mco,None,0,Sf3
3M,Gnv,Tpa,None,0,Sf3
3M,Jax,Mhh,None,0,Sf3
3M,Jax,Tpa,None,0,Sf3
3M,Lwb,Atl,None,0,Sf3
3M,Mcn,Atl,None,0,Sf3
3M,Mcn,Mco,None,0,Sf3
3M,Mco,Fll,None,0,Sf3
3M,Mco,Gnv,None,0,Sf3
3M,Mco,Mcn,None,0,Sf3
3M,Mco,Mhh,None,0,Sf3
3M,Mco,Pns,None,0,Sf3
3M,Mco,Rsw,None,0,Sf3
3M,Mco,Tlh,None,0,Sf3
3M,Mei,Atl,None,0,Sf3
3M,Mhh,Fll,None,0,Sf3
3M,Mhh,Jax,None,0,Sf3
3M,Mhh,Mco,None,0,Sf3
3M,Mhh,Pbi,None,0,Sf3
3M,Msl,Atl,None,0,Sf3
3M,Pbi,Elh,None,0,Sf3
3M,Pbi,Mhh,None,0,Sf3
3M,Pbi,Tpa,None,0,Sf3
3M,Pib,Atl,None,0,Sf3
3M,Pns,Mco,None,0,Sf3
3M,Pns,Tpa,None,0,Sf3
3M,Rsw,Eyw,None,0,Sf3
3M,Rsw,Mco,None,0,Sf3
3M,Tcb,Fll,None,0,Sf3
3M,Tlh,Mco,None,0,Sf3
3M,Tlh,Tpa,None,0,Sf3
3M,Tpa,Eyw,None,0,Sf3
3M,Tpa,Fll,None,0,Sf3
3M,Tpa,Gnv,None,0,Sf3
3M,Tpa,Jax,None,0,Sf3
3M,Tpa,Pbi,None,0,Sf3
3M,Tpa,Pns,None,0,Sf3
3M,Tpa,Tlh,None,0,Sf3
3M,Tup,Atl,None,0,Sf3
3M,Tup,Glh,None,0,Sf3
3O,Ams,Ndr,None,0,320
3O,Ams,Tng,None,0,320
3O,Bcn,Cmn,None,0,320
3O,Bcn,Ndr,None,0,320
3O,Bcn,Tng,None,0,320
3O,Bgy,Cmn,None,0,320
3O,Blq,Cmn,None,0,320
3O,Bru,Cmn,None,0,320
3O,Bru,Ndr,None,0,320
3O,Bru,Tng,None,0,320
3O,Cgn,Ndr,None,0,320
3O,Cmn,Bcn,None,0,320
3O,Cmn,Bgy,None,0,320
3O,Cmn,Blq,None,0,320
3O,Cmn,Bru,None,0,320
3O,Cmn,Cuf,None,0,320
3O,Cmn,Lgw,None,0,320
3O,Cmn,Lys,None,0,320
3O,Cmn,Mpl,None,0,320
3O,Cmn,Saw,None,0,320
3O,Cmn,Tls,None,0,320
3O,Cmn,Tsf,None,0,320
3O,Cuf,Cmn,None,0,320
3O,Fez,Mpl,None,0,320
3O,Lgw,Cmn,None,0,320
3O,Lgw,Tng,None,0,320
3O,Lys,Cmn,None,0,320
3O,Mpl,Cmn,None,0,320
3O,Mpl,Fez,None,0,320
3O,Mpl,Ndr,None,0,320
3O,Ndr,Ams,None,0,320
3O,Ndr,Bcn,None,0,320
3O,Ndr,Bru,None,0,320
3O,Ndr,Cgn,None,0,320
3O,Ndr,Mpl,None,0,320
3O,Ndr,Pmi,None,0,320
3O,Pmi,Ndr,None,0,320
3O,Saw,Cmn,None,0,320
3O,Tls,Cmn,None,0,320
3O,Tng,Ams,None,0,320
3O,Tng,Bcn,None,0,320
3O,Tng,Bru,None,0,320
3O,Tng,Lgw,None,0,320
3O,Tsf,Cmn,None,0,320
3P,Aua,Lsp,None,0,Sh6
3P,Aua,Mar,None,0,Sh6
3P,Bon,Cur,None,0,Sh6
3P,Cur,Aua,None,0,Sh6
3P,Lsp,Aua,None,0,Sh6
3P,Mar,Aua,None,0,Sh6
3R,Asf,Dme,None,0,Su9
3R,Asf,Led,None,0,Su9
3R,Bhk,Dme,None,0,734
3R,Dme,Asf,None,0,Su9
3R,Dme,Bhk,None,0,734
3R,Dme,Ego,None,0,Su9
3R,Dme,Feg,None,0,734
3R,Dme,Ksq,None,0,734
3R,Dme,Nma,None,0,734
3R,Dme,Nvi,None,0,734
3R,Dme,Skd,None,0,734
3R,Dme,Tiv,None,0,Su9 73G
3R,Ego,Dme,None,0,Su9
3R,Feg,Dme,None,0,734
3R,Ksq,Dme,None,0,734
3R,Led,Asf,None,0,Su9
3R,Nma,Dme,None,0,734
3R,Nvi,Dme,None,0,734
3R,Skd,Dme,None,0,734
3R,Tiv,Dme,None,0,Su9 73G
3S,Anu,Ptp,None,0,At5
3S,Cay,Fdf,None,0,320
3S,Cur,Sdq,None,0,At5
3S,Dom,Ptp,None,0,At5
3S,Dom,Sxm,None,0,At5
3S,Fdf,Cay,None,0,320
3S,Fdf,Ptp,None,0,At5 320
3S,Fdf,Sdq,None,0,At5
3S,Fdf,Slu,None,0,At5
3S,Ptp,Anu,None,0,At5
3S,Ptp,Dom,None,0,At5
3S,Ptp,Fdf,None,0,At5 320
3S,Ptp,Sbh,None,0,Dht
3S,Ptp,Sdq,None,0,At5
3S,Ptp,Sfg,None,0,At5
3S,Ptp,Sxm,None,0,At5
3S,Sbh,Ptp,None,0,Dht
3S,Sdq,Ptp,None,0,At5
3S,Sdq,Sxm,None,0,At5
3S,Sfg,Ptp,None,0,At5
3S,Slu,Fdf,None,0,At5
3S,Sxm,Dom,None,0,At5
3S,Sxm,Ptp,None,0,At5
3S,Sxm,Sdq,None,0,At5
3U,Bhy,Xiy,None,0,321
3U,Can,Ckg,None,0,321 320
3U,Can,Ctu,None,0,321 320 330
3U,Can,Spn,None,0,330
3U,Cgo,Cgq,None,0,321
3U,Cgo,Ckg,None,0,321
3U,Cgo,Ctu,None,0,321
3U,Cgo,Hgh,None,0,320
3U,Cgo,Hrb,None,0,320
3U,Cgo,Kmg,None,0,320
3U,Cgo,Urc,None,0,320
3U,Cgq,Cgo,None,0,321
3U,Cgq,Nkg,None,0,320
3U,Cgq,Tna,None,0,321
3U,Cgq,Tsn,None,0,320 319
3U,Ckg,Can,None,0,321 320
3U,Ckg,Cgo,None,0,321
3U,Ckg,Csx,None,0,319 321
3U,Ckg,Ctu,None,0,330
3U,Ckg,Czx,None,0,320
3U,Ckg,Dlc,None,0,320
3U,Ckg,Dyg,None,0,320
3U,Ckg,Hak,None,0,319
3U,Ckg,Hgh,None,0,320 319
3U,Ckg,Hkt,None,0,321
3U,Ckg,Inc,None,0,321
3U,Ckg,Khn,None,0,319
3U,Ckg,Kmg,None,0,319 320
3U,Ckg,Lhw,None,0,319 321
3U,Ckg,Ljg,None,0,319
3U,Ckg,Lxa,None,0,319
3U,Ckg,Ngb,None,0,319
3U,Ckg,Nkg,None,0,319
3U,Ckg,Nng,None,0,319
3U,Ckg,Pek,None,0,321 319 320
3U,Ckg,Pvg,None,0,320 319
3U,Ckg,Pzi,None,0,319
3U,Ckg,Swa,None,0,319
3U,Ckg,Syd,None,0,330
3U,Ckg,Syx,None,0,320
3U,Ckg,Szx,None,0,320
3U,Ckg,Tna,None,0,321
3U,Ckg,Tsa,None,0,320
3U,Ckg,Tsn,None,0,319
3U,Ckg,Tyn,None,0,321
3U,Ckg,Urc,None,0,320
3U,Ckg,Wuh,None,0,319
3U,Ckg,Wux,None,0,319
3U,Ckg,Xiy,None,0,319
3U,Ckg,Xnn,None,0,320
3U,Ckg,Yih,None,0,319
3U,Ckg,Zha,None,0,319
3U,Csx,Ckg,None,0,319 321
3U,Csx,Ctu,None,0,320
3U,Csx,Foc,None,0,320
3U,Csx,Kmg,None,0,320
3U,Csx,She,None,0,320
3U,Csx,Wnz,None,0,319
3U,Csx,Xmn,None,0,321
3U,Ctu,Can,None,0,321 320 330
3U,Ctu,Cgo,None,0,321
3U,Ctu,Ckg,None,0,330
3U,Ctu,Csx,None,0,320
3U,Ctu,Dcy,None,0,319
3U,Ctu,Dsn,None,0,319
3U,Ctu,Hak,None,0,321
3U,Ctu,Hdg,None,0,319
3U,Ctu,Het,None,0,320
3U,Ctu,Hfe,None,0,321
3U,Ctu,Hgh,None,0,320 319
3U,Ctu,Hkg,None,0,320
3U,Ctu,Hkt,None,0,321
3U,Ctu,Icn,None,0,321
3U,Ctu,Inc,None,0,321
3U,Ctu,Jhg,None,0,319
3U,Ctu,Jiq,None,0,320
3U,Ctu,Jzh,None,0,319
3U,Ctu,Khn,None,0,321
3U,Ctu,Kmg,None,0,320
3U,Ctu,Kow,None,0,320
3U,Ctu,Kwe,None,0,320
3U,Ctu,Lhw,None,0,319
3U,Ctu,Ljg,None,0,319
3U,Ctu,Lum,None,0,319
3U,Ctu,Lxa,None,0,330 319
3U,Ctu,Lzy,None,0,319
3U,Ctu,Mel,None,0,330
3U,Ctu,Nkg,None,0,319 320
3U,Ctu,Nng,None,0,319 320
3U,Ctu,Pek,None,0,330 321 320
3U,Ctu,Pvg,None,0,321 330
3U,Ctu,Pzi,None,0,319
3U,Ctu,She,None,0,330
3U,Ctu,Sjw,None,0,320
3U,Ctu,Syx,None,0,321
3U,Ctu,Szx,None,0,320 321
3U,Ctu,Tao,None,0,321
3U,Ctu,Tna,None,0,321
3U,Ctu,Tsa,None,0,320
3U,Ctu,Tsn,None,0,321
3U,Ctu,Tyn,None,0,319
3U,Ctu,Urc,None,0,319 330
3U,Ctu,Wnz,None,0,320
3U,Ctu,Wuh,None,0,319
3U,Ctu,Wux,None,0,320
3U,Ctu,Wxn,None,0,319
3U,Ctu,Xic,None,0,320
3U,Ctu,Xiy,None,0,320 319
